num,School,Semester,Course Quality,Instructor Quality,Communication Ability,Difficulty,Instructor Access,Readings Value,Ammount Learned,Work Required,RecommendedforMajors.mean,Recommendednonmajors.mean,StimulatesInterest.mean,ArticulatesGoals.mean,SkillEmphasis.mean,HomeworkValuable.mean,ExamsConsistent.mean,AbilitiesChallenged.mean,ClassPace.mean,OralSkills.mean,InstructorConcern.mean,InstructorRapport.mean,InstructorEffective.mean,InstructorAttitude.mean,GradeFairness.mean,NativeAbility.mean,NumberofStudents.mean
29,SEAS,3,2.53015384615385,2.73623076923077,2.65992248062016,2.75604651162791,2.91341085271318,2.26744186046512,2.72767441860465,3.05085271317829,3.19627906976744,1.38976744186047,2.47209302325581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.2
30,SEAS,4,2.57703703703704,2.7512962962963,2.63161904761905,2.69962264150943,2.93650943396226,2.26695238095238,2.70301886792453,2.87377358490566,3.21264150943396,1.46339622641509,2.46028571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.8611111111111
31,SEAS,5,2.5527027027027,2.75702702702703,2.66495495495495,2.73045045045045,2.93981981981982,2.31936936936937,2.74918918918919,2.94297297297297,3.1909009009009,1.43063063063063,2.43054054054054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.7747747747748
32,SEAS,6,2.54495412844037,2.71324074074074,2.57981308411215,2.70231481481481,2.88560747663551,2.2262962962963,2.68222222222222,2.88824074074074,3.14740740740741,1.44574074074074,2.4688785046729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.348623853211
33,SEAS,7,2.622,2.82272727272727,2.708,2.73009090909091,2.81672727272727,2.34927272727273,2.836,2.83545454545455,3.12463636363636,1.46472727272727,2.50281818181818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.8
34,SEAS,8,2.57236363636364,2.77145454545455,2.61281818181818,2.60209090909091,2.69263636363636,2.22536363636364,2.72081818181818,2.674,2.97972727272727,1.49818181818182,2.47845454545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.6454545454545
35,SEAS,9,2.52883928571429,2.73383928571429,2.61625,2.76035714285714,2.70982142857143,2.26642201834862,2.76495412844037,2.87151785714286,2.98256880733945,1.47899082568807,2.40794642857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.9375
36,SEAS,10,2.54745614035088,2.68377192982456,2.59710526315789,2.65894736842105,2.55938596491228,2.14468468468468,2.73702702702703,2.69280701754386,2.94891891891892,1.52576576576577,2.40885964912281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.1929824561403
37,SEAS,11,2.41233009708738,2.66485436893204,2.54728155339806,2.71174757281553,2.57466019417476,2.05316831683168,2.68,2.79145631067961,2.91613861386139,1.46920792079208,2.39155339805825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.4757281553398
38,SEAS,12,2.44769911504425,2.64675438596491,2.60763157894737,2.73789473684211,2.61543859649123,2.06258928571429,2.686875,2.78061403508772,2.88482142857143,1.444375,2.44552631578947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.8782608695652
39,SEAS,13,2.54974358974359,2.7825641025641,2.67025641025641,2.67957264957265,2.68094017094017,2.19666666666667,2.78130434782609,2.73051282051282,2.91434782608696,1.52304347826087,2.51247863247863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.4786324786325
40,Wharton,1,2.59218390804598,2.80567049808429,2.77287356321839,2.60425287356322,2.88505747126437,2.33003831417625,2.64302681992337,2.52992337164751,3.09432950191571,2.1651724137931,2.55245210727969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.6781609195402
41,Wharton,2,2.60206477732794,2.83408906882591,2.82781376518219,2.56461538461538,2.85582995951417,2.32554655870445,2.65854251012146,2.51485829959514,3.12599190283401,2.22967611336032,2.61072874493927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8906882591093
42,Wharton,3,2.61583643122677,2.83159851301115,2.80048327137546,2.61033457249071,2.94661710037175,2.35137546468401,2.6839405204461,2.47148698884758,3.14981412639405,2.21040892193309,2.60899628252788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.3420074349442
43,Wharton,4,2.63138775510204,2.84910204081633,2.85175510204082,2.58534693877551,2.89518367346939,2.33926530612245,2.68518367346939,2.51257142857143,3.14820408163265,2.27134693877551,2.64269387755102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5714285714286
44,Wharton,5,2.67134328358209,2.9089552238806,2.90055970149254,2.64253731343284,2.99317164179105,2.38988805970149,2.7319776119403,2.51011194029851,3.16667910447761,2.24809701492537,2.68414179104478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.3208955223881
45,Wharton,6,2.74153225806452,2.94870967741935,2.93,2.58302419354839,2.9716935483871,2.42125,2.81895161290323,2.49903225806452,3.26645161290323,2.35286290322581,2.74491935483871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.366935483871
46,Wharton,7,2.73916058394161,2.93872262773723,2.90532846715328,2.52558394160584,2.82332116788321,2.38872262773723,2.79777372262774,2.37529197080292,3.07248175182482,2.23401459854015,2.73193430656934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.2919708029197
47,Wharton,8,2.71464435146444,2.94355648535565,2.93970711297071,2.54970711297071,2.9907949790795,2.43497907949791,2.78046025104603,2.43874476987448,3.22610878661088,2.34234309623431,2.73054393305439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.928870292887
48,Wharton,9,2.73854961832061,2.99103053435114,2.98408396946565,2.5868320610687,2.86648854961832,2.40538167938931,2.8656106870229,2.37958015267176,3.03965648854962,2.29263358778626,2.76290076335878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.7022900763359
49,Wharton,10,2.70291139240506,2.92278481012658,2.89189873417722,2.55755274261603,2.76371308016878,2.36540084388186,2.80649789029536,2.38860759493671,2.97776371308017,2.2342194092827,2.71544303797468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.3881856540084
50,Wharton,11,2.68316363636364,2.90516363636364,2.90650909090909,2.54898181818182,2.78123636363636,2.37523636363636,2.78552727272727,2.35545454545455,2.91538181818182,2.2088,2.71065454545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.3236363636364
51,Wharton,12,2.69957805907173,2.9426582278481,2.91088607594937,2.48721518987342,2.75573839662447,2.35552742616034,2.76978902953587,2.35493670886076,2.91004219409283,2.27130801687764,2.71291139240506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.0717299578059
52,Wharton,13,2.65436781609195,2.90206896551724,2.85961685823755,2.48222222222222,2.7304214559387,2.29544061302682,2.72310344827586,2.28904214559387,2.82302681992337,2.17187739463602,2.64938697318008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.8620689655172
